age,job,education,default,balance,loan,day,month,y,val_email,phone_type,ConsumerGroup,contacts,days_since,total_contacts,last_campaign_outcome,mortgage
48,technician,secondary,no,557519,no,28,jan,no,no,cellular,A,4,-1,0,unknown,no
29,unemployed,primary,no,1096467,no,28,jan,yes,yes,cellular,B,3,-1,0,unknown,no
42,services,unknown,no,969749,no,28,jan,yes,no,telephone,B,4,-1,0,unknown,no
31,services,secondary,no,750443,no,28,jan,no,no,telephone,B,4,-1,0,unknown,no
37,management,tertiary,no,160916,no,28,jan,yes,no,cellular,B,1,-1,0,unknown,no
48,unknown,secondary,no,980912,no,28,jan,no,no,cellular,B,5,-1,0,unknown,no
35,student,unknown,no,445746,no,28,jan,no,no,telephone,A,3,-1,0,unknown,no
43,management,tertiary,no,533937,no,28,jan,no,no,cellular,A,1,-1,0,unknown,no
30,technician,secondary,no,1204611,no,28,jan,no,no,cellular,A,3,-1,0,unknown,no
38,management,tertiary,no,450820,no,28,jan,no,no,cellular,A,1,-1,0,unknown,yes
43,management,unknown,no,1115182,no,28,jan,yes,no,telephone,B,1,-1,0,unknown,no
27,student,secondary,no,562121,yes,29,jan,yes,yes,telephone,A,1,-1,0,unknown,no
49,management,tertiary,no,500111,no,29,jan,no,no,cellular,B,1,223,5,failure,yes
31,management,tertiary,no,446586,no,29,jan,no,yes,cellular,D,1,170,4,failure,no
32,management,tertiary,no,1272572,no,29,jan,no,no,cellular,C,1,-1,0,unknown,no
30,management,tertiary,no,680767,no,29,jan,no,no,cellular,A,1,246,1,other,no
26,student,secondary,no,783684,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
26,student,secondary,no,0,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
34,blue-collar,secondary,no,788217,no,29,jan,no,no,telephone,A,1,266,2,failure,yes
26,technician,secondary,no,706811,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
57,admin.,secondary,no,291241,no,29,jan,no,no,cellular,A,1,245,2,failure,yes
40,technician,secondary,no,338626,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
33,housemaid,secondary,no,852268,no,29,jan,no,no,cellular,B,1,-1,0,unknown,no
30,services,secondary,no,294425,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
33,services,secondary,no,569995,no,29,jan,no,no,cellular,A,1,185,13,other,yes
33,services,secondary,no,278954,no,29,jan,no,no,cellular,B,1,266,2,failure,yes
34,admin.,secondary,no,917340,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
35,technician,secondary,no,280360,no,29,jan,no,yes,cellular,A,1,247,2,failure,yes
60,technician,secondary,no,765448,no,29,jan,no,no,telephone,A,1,185,7,failure,no
29,blue-collar,secondary,no,304066,yes,29,jan,yes,yes,cellular,B,1,240,1,other,yes
32,blue-collar,secondary,no,412457,yes,29,jan,no,no,cellular,C,1,239,1,other,yes
43,technician,secondary,no,849602,no,29,jan,no,yes,telephone,A,1,-1,0,unknown,no
55,technician,secondary,no,454523,no,29,jan,no,yes,cellular,A,1,-1,0,unknown,yes
33,admin.,secondary,no,739834,no,29,jan,no,no,cellular,A,1,247,2,failure,yes
59,retired,primary,no,345848,no,29,jan,no,no,cellular,C,1,-1,0,unknown,no
31,blue-collar,secondary,no,718352,no,29,jan,yes,no,telephone,A,1,-1,0,unknown,yes
53,services,unknown,no,682271,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
32,technician,tertiary,no,444733,yes,29,jan,no,no,cellular,A,1,261,2,failure,yes
46,blue-collar,secondary,no,521919,yes,29,jan,no,yes,cellular,C,1,259,3,failure,yes
29,admin.,secondary,no,381504,yes,29,jan,no,no,cellular,C,1,-1,0,unknown,no
36,services,secondary,no,509075,no,29,jan,no,yes,cellular,B,1,241,1,failure,yes
36,technician,tertiary,no,709271,yes,29,jan,yes,no,cellular,B,1,189,3,failure,yes
26,technician,secondary,no,268342,yes,29,jan,no,no,cellular,A,1,-1,0,unknown,no
28,unemployed,tertiary,no,594985,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
35,housemaid,tertiary,no,405183,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
37,unemployed,secondary,no,0,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
34,admin.,secondary,no,799678,no,29,jan,no,no,cellular,B,1,260,2,failure,yes
37,unemployed,secondary,no,559847,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
39,admin.,secondary,no,552922,yes,29,jan,no,no,cellular,B,1,234,2,failure,yes
35,unemployed,secondary,no,473245,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
48,services,secondary,no,217255,yes,29,jan,yes,no,cellular,B,1,197,1,failure,yes
31,admin.,secondary,no,840790,no,29,jan,no,yes,cellular,A,1,-1,0,unknown,no
30,student,secondary,no,773813,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
34,management,tertiary,no,756502,no,29,jan,no,no,cellular,A,1,197,1,failure,yes
36,management,tertiary,no,727854,no,29,jan,no,no,cellular,A,1,261,6,failure,yes
36,entrepreneur,secondary,no,783991,no,29,jan,no,no,cellular,A,2,198,1,failure,yes
47,management,tertiary,no,786048,no,29,jan,no,no,cellular,B,1,-1,0,unknown,no
60,retired,primary,no,890768,yes,29,jan,no,no,cellular,A,1,-1,0,unknown,yes
36,admin.,secondary,no,513635,no,29,jan,yes,yes,cellular,B,1,253,1,failure,yes
27,self-employed,secondary,no,692114,no,29,jan,no,yes,cellular,A,1,-1,0,unknown,no
36,technician,secondary,no,257352,no,29,jan,no,no,cellular,A,1,266,1,failure,yes
46,blue-collar,secondary,no,755752,no,29,jan,no,no,cellular,A,1,226,3,failure,yes
57,retired,secondary,no,905404,no,29,jan,no,no,cellular,B,1,-1,0,unknown,no
32,management,tertiary,no,221152,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
42,management,tertiary,no,351863,yes,29,jan,no,no,cellular,A,1,-1,0,unknown,no
45,management,tertiary,no,665433,no,29,jan,no,no,cellular,A,1,192,1,failure,yes
47,blue-collar,secondary,no,423435,no,29,jan,no,yes,cellular,A,1,184,4,other,yes
35,technician,secondary,no,764172,no,29,jan,no,no,cellular,A,1,245,2,failure,yes
49,self-employed,secondary,no,549062,yes,29,jan,no,yes,cellular,B,1,-1,0,unknown,yes
32,services,secondary,no,875641,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
60,technician,secondary,no,501893,no,29,jan,yes,no,cellular,C,1,171,5,failure,no
37,blue-collar,primary,no,671421,no,29,jan,no,no,cellular,A,1,188,2,failure,yes
26,technician,secondary,no,551404,no,29,jan,no,yes,cellular,B,1,182,8,other,no
33,management,tertiary,no,329795,no,29,jan,yes,yes,cellular,B,1,259,9,failure,yes
50,management,tertiary,no,461052,no,29,jan,no,no,cellular,A,1,258,8,failure,yes
46,entrepreneur,secondary,no,789029,no,29,jan,no,no,cellular,A,1,196,1,failure,yes
59,management,tertiary,no,1264254,no,29,jan,no,no,cellular,A,1,168,4,failure,no
27,student,secondary,no,396226,no,29,jan,no,no,cellular,B,1,-1,0,unknown,no
32,services,secondary,no,734762,no,29,jan,yes,no,cellular,B,1,-1,0,unknown,no
30,management,tertiary,no,363454,yes,29,jan,no,yes,cellular,A,1,223,27,failure,yes
35,management,unknown,no,381177,no,29,jan,no,no,cellular,A,2,-1,0,unknown,no
27,self-employed,secondary,yes,831412,yes,29,jan,no,no,cellular,B,1,188,1,failure,yes
47,retired,secondary,no,341807,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
39,management,tertiary,no,656028,no,29,jan,no,no,cellular,C,2,260,4,failure,yes
41,management,tertiary,no,471484,no,29,jan,no,no,cellular,A,1,195,5,other,yes
47,blue-collar,secondary,no,915190,no,29,jan,yes,no,cellular,A,1,-1,0,unknown,yes
53,blue-collar,secondary,no,237391,no,29,jan,no,no,cellular,B,1,164,4,other,no
29,unemployed,secondary,no,581999,no,29,jan,no,no,cellular,B,1,-1,0,unknown,no
59,technician,secondary,no,497800,yes,29,jan,no,no,cellular,A,1,-1,0,unknown,no
26,technician,tertiary,no,406158,no,29,jan,no,yes,cellular,A,1,-1,0,unknown,yes
37,services,secondary,no,223057,no,29,jan,yes,yes,cellular,B,1,-1,0,unknown,yes
32,unemployed,secondary,no,905040,no,29,jan,no,no,cellular,B,1,-1,0,unknown,no
54,admin.,secondary,no,555101,no,29,jan,no,no,cellular,A,1,-1,0,unknown,yes
51,management,tertiary,no,469779,no,29,jan,yes,no,telephone,B,1,244,2,failure,yes
29,self-employed,tertiary,no,439777,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
28,admin.,secondary,no,848322,no,29,jan,yes,yes,cellular,C,1,245,2,other,yes
59,blue-collar,secondary,no,732688,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
29,entrepreneur,primary,no,423310,no,29,jan,no,no,cellular,A,1,-1,0,unknown,yes
41,admin.,unknown,no,395793,no,29,jan,no,no,cellular,A,1,-1,0,unknown,yes
53,retired,tertiary,no,424589,no,29,jan,no,yes,cellular,B,1,-1,0,unknown,no
49,blue-collar,primary,no,136704,no,29,jan,yes,no,cellular,B,1,-1,0,unknown,no
59,management,secondary,no,1375654,no,29,jan,yes,yes,cellular,B,1,-1,0,unknown,no
31,management,tertiary,no,403047,no,29,jan,no,no,cellular,A,2,239,1,other,yes
33,technician,secondary,no,559192,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
48,services,primary,no,94179,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
41,admin.,secondary,no,832978,no,29,jan,no,no,cellular,B,1,266,1,failure,yes
27,admin.,tertiary,no,556761,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
35,admin.,secondary,no,532816,no,29,jan,no,no,cellular,C,1,195,3,failure,yes
53,blue-collar,primary,yes,671794,no,29,jan,yes,no,cellular,B,1,-1,0,unknown,no
53,technician,secondary,no,707197,yes,29,jan,yes,yes,cellular,B,1,247,1,failure,yes
34,management,tertiary,no,778336,no,29,jan,no,no,cellular,B,1,251,2,failure,yes
55,technician,secondary,no,371081,no,29,jan,no,no,cellular,A,3,183,3,failure,yes
37,management,tertiary,no,690516,no,29,jan,no,no,cellular,B,2,261,1,failure,yes
40,admin.,secondary,no,505912,no,29,jan,no,no,cellular,A,1,-1,0,unknown,yes
28,admin.,secondary,no,789727,no,29,jan,yes,no,cellular,B,1,225,2,success,yes
31,admin.,secondary,no,277497,no,29,jan,yes,no,cellular,B,1,-1,0,unknown,yes
42,blue-collar,primary,no,496757,no,29,jan,no,no,cellular,A,2,261,2,failure,yes
31,management,tertiary,no,624020,no,29,jan,no,no,telephone,A,1,-1,0,unknown,yes
32,technician,secondary,no,787893,no,29,jan,no,no,cellular,A,1,-1,0,unknown,yes
41,management,tertiary,no,595600,no,29,jan,no,no,cellular,B,1,183,10,other,yes
31,technician,tertiary,no,240015,no,29,jan,no,no,cellular,B,1,161,2,failure,no
54,retired,tertiary,no,439812,no,29,jan,yes,no,cellular,B,1,-1,0,unknown,yes
45,management,primary,no,782449,no,29,jan,yes,yes,cellular,A,1,-1,0,unknown,yes
27,management,tertiary,no,557445,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
31,management,tertiary,no,36359,no,29,jan,no,no,cellular,A,1,241,1,failure,yes
29,unemployed,primary,no,755887,no,29,jan,yes,no,cellular,C,1,-1,0,unknown,no
38,entrepreneur,tertiary,no,495400,yes,29,jan,no,yes,cellular,A,1,247,2,failure,yes
32,technician,secondary,no,921308,yes,29,jan,yes,no,cellular,A,1,-1,0,unknown,no
48,services,primary,no,241823,no,29,jan,no,no,telephone,A,2,258,2,failure,yes
55,retired,secondary,no,381989,no,29,jan,no,no,cellular,C,1,-1,0,unknown,no
29,blue-collar,tertiary,no,489471,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
26,blue-collar,primary,no,958880,no,29,jan,yes,yes,cellular,B,1,-1,0,unknown,no
37,unemployed,secondary,no,699512,no,29,jan,yes,no,cellular,B,1,-1,0,unknown,no
52,unemployed,primary,no,436557,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
58,management,secondary,no,539175,no,29,jan,yes,no,cellular,B,1,195,1,other,yes
26,unemployed,primary,no,745708,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
57,unemployed,primary,no,1108558,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
39,blue-collar,tertiary,no,760151,no,29,jan,no,no,cellular,C,1,199,6,failure,yes
34,management,tertiary,no,979266,no,29,jan,yes,yes,cellular,A,1,195,2,failure,yes
32,management,tertiary,yes,570581,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
35,management,tertiary,no,851712,yes,29,jan,no,no,cellular,A,1,-1,0,unknown,yes
36,management,tertiary,no,447109,no,29,jan,yes,no,cellular,B,1,-1,0,unknown,yes
35,management,secondary,no,603684,no,29,jan,no,no,cellular,B,1,-1,0,unknown,yes
30,services,secondary,no,562328,no,29,jan,no,no,cellular,C,1,237,2,other,yes
30,admin.,secondary,no,434460,no,29,jan,no,yes,cellular,B,1,-1,0,unknown,no
30,blue-collar,secondary,no,761149,yes,29,jan,no,yes,cellular,C,1,-1,0,unknown,no
53,management,tertiary,no,458074,no,29,jan,no,no,telephone,A,1,-1,0,unknown,yes
35,services,secondary,no,477459,no,29,jan,no,no,cellular,A,1,-1,0,unknown,yes
36,management,tertiary,no,754749,no,29,jan,no,no,cellular,A,1,237,17,other,yes
53,technician,tertiary,no,660193,yes,29,jan,no,no,cellular,B,1,244,1,failure,yes
34,technician,tertiary,no,306492,no,29,jan,no,no,cellular,A,1,245,1,failure,yes
36,blue-collar,secondary,no,663006,yes,29,jan,no,yes,cellular,A,1,253,1,failure,yes
40,unemployed,secondary,no,594588,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
33,management,tertiary,no,368763,no,29,jan,no,no,cellular,B,1,262,3,failure,yes
35,unemployed,tertiary,no,629509,no,29,jan,no,no,cellular,C,2,-1,0,unknown,no
35,blue-collar,secondary,no,540927,no,29,jan,no,no,cellular,A,1,195,1,failure,yes
33,blue-collar,secondary,no,565065,no,29,jan,no,yes,cellular,C,2,-1,0,unknown,yes
42,technician,secondary,no,1003265,no,29,jan,no,no,cellular,B,1,-1,0,unknown,no
48,management,primary,no,722010,no,29,jan,no,no,cellular,A,2,-1,0,unknown,no
29,management,tertiary,no,776925,no,29,jan,no,no,cellular,B,1,265,1,failure,yes
27,management,tertiary,no,1123454,no,29,jan,yes,no,cellular,B,1,-1,0,unknown,no
45,blue-collar,secondary,no,313709,no,29,jan,no,yes,cellular,A,3,-1,0,unknown,yes
40,management,tertiary,no,889114,no,29,jan,yes,yes,cellular,B,1,-1,0,unknown,no
52,unemployed,primary,no,670304,yes,29,jan,no,yes,cellular,B,1,-1,0,unknown,no
32,admin.,secondary,no,452275,no,29,jan,no,no,cellular,A,1,-1,0,unknown,yes
53,admin.,secondary,no,251786,no,29,jan,no,yes,cellular,A,1,-1,0,unknown,yes
33,management,tertiary,no,191773,no,29,jan,no,no,cellular,A,1,-1,0,unknown,yes
36,admin.,secondary,no,744756,no,29,jan,no,no,cellular,A,2,192,3,other,yes
60,retired,unknown,no,398002,no,29,jan,no,no,cellular,A,1,-1,0,unknown,yes
37,services,secondary,no,1237558,yes,29,jan,no,yes,cellular,D,2,251,6,failure,yes
44,management,primary,no,525044,yes,29,jan,no,no,cellular,B,1,185,5,failure,yes
47,technician,secondary,no,863559,no,29,jan,no,yes,cellular,A,1,-1,0,unknown,no
32,blue-collar,primary,no,849838,no,29,jan,yes,yes,cellular,B,1,-1,0,unknown,no
34,management,tertiary,no,247615,no,29,jan,no,no,cellular,D,1,-1,0,unknown,no
28,admin.,secondary,no,664132,no,29,jan,no,no,cellular,A,1,248,2,other,yes
44,self-employed,secondary,no,658408,no,29,jan,no,no,cellular,A,1,-1,0,unknown,yes
46,admin.,secondary,no,187916,no,29,jan,yes,no,cellular,A,1,259,2,failure,yes
40,blue-collar,secondary,no,212227,no,29,jan,no,yes,cellular,A,1,245,1,failure,yes
38,admin.,secondary,no,599297,no,29,jan,no,yes,cellular,A,2,-1,0,unknown,no
35,retired,primary,no,652532,no,29,jan,yes,no,cellular,A,1,-1,0,unknown,yes
58,retired,tertiary,no,618367,yes,29,jan,yes,no,cellular,B,1,-1,0,unknown,yes
38,admin.,secondary,no,353737,no,29,jan,no,no,cellular,B,1,-1,0,unknown,no
30,services,secondary,no,250961,no,29,jan,no,no,cellular,A,1,244,2,failure,yes
26,management,tertiary,no,272763,no,29,jan,no,no,cellular,A,1,-1,0,unknown,yes
44,blue-collar,primary,no,650916,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
53,entrepreneur,tertiary,no,180262,yes,29,jan,no,no,cellular,A,1,-1,0,unknown,no
34,management,tertiary,no,977848,no,29,jan,no,no,cellular,A,1,-1,0,unknown,yes
28,services,secondary,no,508602,yes,29,jan,no,no,cellular,A,1,-1,0,unknown,no
34,admin.,secondary,no,671579,no,29,jan,no,yes,cellular,A,1,-1,0,unknown,yes
29,blue-collar,primary,no,464744,yes,29,jan,no,no,cellular,B,2,-1,0,unknown,yes
38,admin.,secondary,no,592247,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
28,student,secondary,no,631011,no,29,jan,yes,no,cellular,B,2,-1,0,unknown,no
46,admin.,secondary,no,146458,no,29,jan,no,yes,cellular,D,1,-1,0,unknown,yes
45,blue-collar,primary,no,454576,no,29,jan,no,no,cellular,A,1,163,4,failure,yes
29,admin.,secondary,no,562197,no,29,jan,no,yes,cellular,B,1,241,4,failure,yes
49,housemaid,tertiary,no,44740,yes,29,jan,no,yes,cellular,A,1,-1,0,unknown,yes
41,services,secondary,no,799675,no,29,jan,no,yes,cellular,B,1,247,1,failure,yes
48,self-employed,tertiary,no,1365106,no,29,jan,yes,no,cellular,B,3,-1,0,unknown,no
35,technician,secondary,no,194874,yes,29,jan,no,no,cellular,B,1,205,2,other,no
34,entrepreneur,tertiary,no,280330,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
32,blue-collar,secondary,no,694867,no,29,jan,no,no,telephone,C,1,265,1,failure,yes
35,self-employed,tertiary,no,451921,yes,29,jan,no,no,cellular,A,1,-1,0,unknown,yes
30,technician,secondary,no,331098,no,29,jan,no,no,cellular,B,1,-1,0,unknown,yes
31,services,tertiary,no,260572,no,29,jan,no,no,cellular,A,1,254,3,failure,no
45,blue-collar,primary,no,77088,yes,29,jan,no,no,cellular,A,1,-1,0,unknown,no
31,blue-collar,secondary,no,686522,yes,29,jan,no,no,cellular,A,1,241,1,failure,yes
42,services,secondary,no,735359,no,29,jan,no,no,cellular,A,1,-1,0,unknown,yes
38,management,tertiary,no,1545870,yes,29,jan,yes,no,cellular,B,1,-1,0,unknown,yes
31,management,tertiary,no,793780,no,29,jan,yes,no,cellular,B,1,-1,0,unknown,no
40,management,tertiary,no,720398,no,29,jan,no,no,cellular,A,1,254,3,failure,yes
32,admin.,secondary,no,906756,no,29,jan,no,yes,cellular,A,1,185,5,other,no
35,blue-collar,secondary,no,719476,no,29,jan,no,no,cellular,B,1,-1,0,unknown,yes
34,admin.,secondary,no,108157,no,29,jan,no,yes,cellular,A,1,265,2,failure,yes
37,technician,tertiary,no,1053954,no,29,jan,no,no,cellular,A,1,258,1,failure,yes
56,management,tertiary,no,953702,no,29,jan,yes,no,cellular,A,1,-1,0,unknown,yes
47,management,secondary,no,943158,yes,29,jan,no,no,cellular,A,1,-1,0,unknown,no
38,services,tertiary,no,650289,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
50,technician,secondary,no,897771,no,29,jan,yes,yes,cellular,B,1,-1,0,unknown,yes
43,self-employed,secondary,no,468228,no,29,jan,no,yes,cellular,B,1,-1,0,unknown,no
38,technician,tertiary,no,746095,yes,29,jan,no,no,cellular,A,1,-1,0,unknown,yes
48,self-employed,tertiary,no,753833,no,29,jan,no,yes,cellular,A,1,-1,0,unknown,no
31,blue-collar,primary,no,477605,no,29,jan,no,no,cellular,B,1,-1,0,unknown,no
35,technician,secondary,no,226177,no,29,jan,no,no,cellular,C,1,246,1,failure,yes
28,self-employed,tertiary,no,1158316,no,29,jan,yes,yes,cellular,B,1,192,1,failure,yes
49,blue-collar,primary,no,263223,no,29,jan,no,no,cellular,B,1,-1,0,unknown,no
33,blue-collar,secondary,no,343895,yes,29,jan,no,no,cellular,A,1,-1,0,unknown,yes
36,admin.,secondary,no,569026,yes,29,jan,no,yes,cellular,A,1,-1,0,unknown,no
26,technician,secondary,no,894916,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
27,blue-collar,primary,no,1039420,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
53,technician,secondary,no,618620,no,29,jan,no,no,cellular,A,2,-1,0,unknown,no
39,blue-collar,secondary,no,510982,no,29,jan,no,yes,cellular,B,2,240,1,failure,yes
33,services,secondary,no,891161,no,29,jan,no,no,cellular,A,2,-1,0,unknown,yes
28,student,tertiary,no,951765,no,29,jan,yes,no,cellular,B,1,255,2,other,yes
28,admin.,secondary,no,603371,no,29,jan,yes,yes,cellular,B,2,247,1,failure,yes
27,unemployed,secondary,no,457105,no,29,jan,no,yes,cellular,B,1,-1,0,unknown,no
59,management,tertiary,no,149197,yes,29,jan,no,no,cellular,B,1,188,4,failure,no
44,management,tertiary,no,637264,no,29,jan,no,no,cellular,A,1,220,2,success,yes
56,blue-collar,primary,no,783979,no,29,jan,no,no,cellular,A,1,265,1,failure,yes
32,services,secondary,no,1120005,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
35,admin.,tertiary,no,879831,yes,29,jan,no,no,cellular,A,1,197,13,other,no
56,entrepreneur,primary,no,544126,no,29,jan,no,no,cellular,A,2,-1,0,unknown,no
33,management,tertiary,no,826454,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
30,blue-collar,secondary,no,0,no,29,jan,no,yes,cellular,B,1,-1,0,unknown,yes
49,services,secondary,no,358383,yes,29,jan,no,no,cellular,C,1,-1,0,unknown,yes
36,management,tertiary,no,532981,no,29,jan,no,no,cellular,A,2,-1,0,unknown,no
39,services,secondary,no,637368,yes,29,jan,no,no,cellular,A,1,-1,0,unknown,yes
59,unknown,tertiary,no,524015,no,29,jan,no,no,cellular,B,1,-1,0,unknown,no
50,self-employed,secondary,no,424988,yes,29,jan,no,no,cellular,A,2,244,3,failure,yes
28,blue-collar,secondary,no,31528,no,29,jan,no,yes,cellular,A,2,-1,0,unknown,yes
55,blue-collar,primary,no,210047,no,29,jan,yes,yes,cellular,B,1,-1,0,unknown,no
30,admin.,tertiary,no,984365,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
34,technician,secondary,no,611604,yes,29,jan,no,no,cellular,A,1,262,3,failure,no
41,admin.,secondary,no,308306,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
41,blue-collar,secondary,no,501204,no,29,jan,no,yes,cellular,B,2,-1,0,unknown,no
34,blue-collar,secondary,no,591548,no,29,jan,no,no,cellular,A,1,262,1,failure,yes
33,services,secondary,no,1067222,no,29,jan,yes,no,cellular,C,1,-1,0,unknown,yes
34,unemployed,primary,no,999890,no,29,jan,yes,no,cellular,B,1,-1,0,unknown,no
31,management,secondary,no,217727,no,29,jan,no,no,cellular,B,1,259,4,failure,yes
26,unemployed,primary,no,963097,no,29,jan,no,no,cellular,B,1,-1,0,unknown,no
36,entrepreneur,tertiary,no,146077,no,29,jan,no,yes,cellular,A,1,227,3,failure,yes
37,admin.,tertiary,no,883163,no,29,jan,no,no,cellular,A,1,-1,0,unknown,yes
35,technician,tertiary,no,379665,no,29,jan,no,no,cellular,A,1,245,3,failure,yes
28,entrepreneur,unknown,no,144431,no,29,jan,no,yes,cellular,A,1,-1,0,unknown,no
37,management,tertiary,yes,772564,no,29,jan,no,yes,cellular,C,1,-1,0,unknown,no
26,management,tertiary,yes,344486,yes,29,jan,no,yes,cellular,B,2,262,2,failure,no
31,management,tertiary,no,620417,yes,29,jan,no,no,cellular,A,1,-1,0,unknown,no
37,admin.,secondary,no,511163,no,29,jan,no,yes,cellular,A,1,-1,0,unknown,no
52,management,secondary,no,782872,no,29,jan,no,no,cellular,A,1,188,1,other,yes
41,management,tertiary,no,1126888,no,29,jan,yes,no,cellular,B,2,-1,0,unknown,yes
50,retired,secondary,no,682232,no,29,jan,no,no,cellular,B,2,-1,0,unknown,no
32,unemployed,secondary,no,319673,no,29,jan,no,no,cellular,A,1,-1,0,unknown,yes
30,admin.,secondary,no,277109,no,29,jan,no,yes,cellular,B,2,-1,0,unknown,no
32,management,secondary,no,427519,no,29,jan,no,no,cellular,A,1,182,9,other,yes
39,services,secondary,no,535383,no,29,jan,yes,no,cellular,B,2,245,6,failure,no
40,technician,secondary,yes,262568,yes,29,jan,no,yes,cellular,A,1,182,23,other,no
27,student,secondary,no,692322,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
46,management,primary,no,752141,no,29,jan,no,no,cellular,A,2,-1,0,unknown,no
27,services,unknown,no,404763,yes,29,jan,no,no,cellular,A,1,-1,0,unknown,yes
54,technician,secondary,no,512760,no,29,jan,no,yes,cellular,B,2,-1,0,unknown,no
35,admin.,secondary,no,511499,yes,29,jan,no,no,cellular,A,1,184,7,failure,yes
29,management,tertiary,no,663820,no,29,jan,no,yes,cellular,A,1,-1,0,unknown,yes
32,blue-collar,secondary,no,358852,no,29,jan,no,no,cellular,A,1,191,1,failure,yes
43,services,secondary,no,720924,yes,29,jan,no,no,cellular,A,1,-1,0,unknown,no
53,blue-collar,primary,no,0,no,29,jan,yes,no,cellular,B,1,226,2,failure,yes
33,management,tertiary,no,479234,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
38,admin.,secondary,no,669652,no,29,jan,no,no,cellular,B,1,-1,0,unknown,yes
37,unemployed,secondary,no,1396274,no,29,jan,yes,no,cellular,B,1,-1,0,unknown,no
46,retired,primary,no,393814,yes,29,jan,no,yes,cellular,A,1,-1,0,unknown,yes
40,self-employed,secondary,no,647116,no,29,jan,no,no,cellular,B,1,-1,0,unknown,no
51,management,secondary,no,594645,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
47,blue-collar,primary,no,604475,yes,29,jan,no,no,cellular,A,2,251,7,other,yes
30,admin.,secondary,no,252850,no,29,jan,no,no,cellular,A,1,-1,0,unknown,yes
33,management,tertiary,no,382938,no,29,jan,yes,yes,cellular,A,1,-1,0,unknown,no
57,admin.,unknown,no,342663,no,29,jan,no,no,cellular,A,1,-1,0,unknown,no
28,technician,tertiary,no,549051,no,29,jan,no,no,cellular,A,2,-1,0,unknown,yes
38,blue-collar,primary,no,560019,no,29,jan,no,yes,cellular,A,1,188,5,failure,yes
45,blue-collar,primary,no,523247,no,29,jan,no,no,cellular,A,1,261,3,failure,yes
30,blue-collar,secondary,no,631270,no,29,jan,no,yes,cellular,A,3,-1,0,unknown,no
28,management,tertiary,no,752429,yes,29,jan,no,no,cellular,A,1,-1,0,unknown,no
34,management,tertiary,no,963575,yes,29,jan,no,no,cellular,B,2,185,3,failure,yes
55,services,primary,no,805094,no,29,jan,no,no,cellular,A,1,259,2,failure,yes
59,management,secondary,no,241399,yes,29,jan,no,no,cellular,B,2,259,5,failure,yes
53,services,secondary,no,867460,yes,29,jan,no,no,cellular,A,1,261,2,failure,yes
52,technician,secondary,no,354632,no,29,jan,no,no,cellular,A,1,248,6,other,no
39,technician,tertiary,no,279855,no,29,jan,no,yes,cellular,A,2,-1,0,unknown,no
35,management,tertiary,no,676283,yes,29,jan,no,no,cellular,A,2,-1,0,unknown,no
39,entrepreneur,tertiary,no,12428,no,29,jan,no,no,cellular,A,1,240,2,failure,yes
52,unknown,tertiary,no,732192,no,29,jan,no,no,cellular,C,2,-1,0,unknown,no
